,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,Lat,Lng,Google Addresses,Postal Codes,Cluster
113,BAR,Thoroughbred,4.3,112,"Queen Street West, Entertainment District","304 Richmond Street West, Toronto M5V 1X2","Fusion, Canadian, Bar Food",80,43.6490436,-79.3915268,"304 Richmond St W, Toronto, ON M5V 1X2, Canada",M5V,14
114,CASUAL DINING,Federick Restaurant,4.2,231,"1920 Ellesmere Road, Scarborough","1920 Ellesmere Road, Scarborough M1H 2V6","Hakka Chinese, Chinese, Asian",30,43.77500329999999,-79.2408418,"1920 Ellesmere Rd, Scarborough, ON M1H 2V6, Canada",M1H,13
115,CASUAL DINING,Foxley Bistro,4.5,219,"Ossington Avenue, Trinity Bellwoods","207 Ossington Avenue, Toronto M6J 2Z8","Tapas, Asian Fusion",40,43.6486536,-79.4202883,"207 Ossington Ave, Toronto, ON M6J 2Z8, Canada",M6J,8
116,FINE DINING,Café Boulud,4.1,142,"Yorkville Avenue, Yorkville","Four Seasons Hotel Toronto, 60 Yorkville Avenue M4W 0A4",French,140,43.6716667,-79.38972220000001,"60 Yorkville Ave, Toronto, ON M4W 0A4, Canada",M4W,8
117,CASUAL DINING,Chantecler,4.5,140,"Queen Street West, Brockton Village","1320 Queen Street West, Toronto M6K 1L4",Asian Fusion,40,43.64184640000001,-79.43129669999998,"1320 Queen St W, Toronto, ON M6K 1L4, Canada",M6K,8
118,CASUAL DINING,Pho Hung,4.1,287,"Spadina Avenue, Kensington-Chinatown","350 Spadina Avenue, Toronto M5T2G4",Vietnamese,35,43.65445020000001,-79.39903040000002,"350 Spadina Ave, Toronto, ON M5T 2G4, Canada",M5T,8
119,CASUAL DINING,Smoque N' Bones,4.2,116,"Queen Street West, Trinity Bellwoods","869 Queen Street West, Toronto","BBQ, Bar Food",50,43.6456661,-79.4107245,"869 Queen St W, Toronto, ON M6J 1G4, Canada",M6J,14
120,CASUAL DINING,Queen Margherita Pizza,4.2,279,"Queen Street East, Leslieville","1402 Queen Street East, Toronto M4L 1C9",Pizza,60,43.66482329999999,-79.3243043,"1402 Queen St E, Toronto, ON M4L 1C9, Canada",M4L,5
121,QUICK BITES,Big Smoke Burger,4.4,290,"King Street West, Fashion District","573 King Street West, Toronto","Burger, Fast Food",25,43.6443859,-79.3995679,"573 King St W, Toronto, ON M5V 1M1, Canada",M5V,8
122,CASUAL DINING,Memphis BBQ & Wicked Wings,4.8,255,"Islington Avenue, Woodbridge","8074 Islington Avenue, Vaughan","BBQ, American",35,43.7894111,-79.58705440000001,"8074 Islington Ave, Woodbridge, ON L4L 1W5, Canada",L4L,8
123,BAKERY,Wanda's Pie In The Sky,4.2,177,"Augusta Avenue, Kensington-Chinatown","287 Augusta Avenue, Toronto M5T 2M2","Bakery, Cafe, Desserts",25,43.6560323,-79.40243389999998,"287 Augusta Ave, Toronto, ON M5T 2M2, Canada",M5T,0
124,CASUAL DINING,The Gabardine,4.1,191,"Bay Street, Financial District","372 Bay Street, Toronto M5H 2W9","Canadian, Breakfast",75,43.6509626,-79.38142239999998,"372 Bay St, Toronto, ON M5H 2W9, Canada",M5H,9
125,CASUAL DINING,Tabule,4.2,233,"Yonge Street, Yonge & Eglinton","2009 Yonge Street, Toronto M4S 1Z8",Middle Eastern,55,43.70103220000001,-79.39675079999998,"2009 Yonge St, Toronto, ON M4S 1Z8, Canada",M4S,8
126,CASUAL DINING,Edulis,4.2,121,"Niagara Street, Niagara","169 Niagara Street, Toronto M5V 1C9",European,155,43.641948,-79.40657949999998,"169 Niagara St, Toronto, ON M5V 1C9, Canada",M5V,8
127,CASUAL DINING,Earls,4.0,220,"King Street West, Financial District","150 King Street West, Toronto M5H 1J9",Grill,100,43.6481325,-79.38465550000001,"150 King St W, Toronto, ON M5H 3T9, Canada",M5H,8
128,BAR,Oddseoul,4.3,145,"Ossington Avenue, Beaconsfield Village","90 Ossington Avenue, Toronto M6J 2Z4","Korean, Asian Fusion, Asian",60,43.6461721,-79.41973459999998,"90 Ossington Ave, Toronto, ON M6J 2Z4, Canada",M6J,2
129,CASUAL DINING,The Queen And Beaver Public House,4.3,228,"Street Bay, Downtown Yonge","35 Elm Street, Toronto","British, Bar Food",70,43.6573125,-79.3832297,"35 Elm St, Toronto, ON M5G 1H1, Canada",M5G,14
130,CASUAL DINING,Aji Sai,3.9,321,"Queen Street West, Kensington-Chinatown","467 Queen Street W, Toronto M5V 2A9","Sushi, Japanese, Asian",70,43.6483773,-79.39740069999998,"467 Queen St W, Toronto, ON M5V 2A9, Canada",M5V,4
131,CASUAL DINING,Shinobu,4.5,120,"Yonge Street, Bedford Park","3403 Yonge Street, Bedford Park M4N 2M8","Sushi, Japanese",30,43.7326472,-79.4039702,"3403 Yonge St, North York, ON M4N 2M8, Canada",M4N,4
132,CASUAL DINING,Pukka,4.3,129,"Saint Clair Avenue West, Forest Hill","778 St. Clair Avenue West, Toronto",Indian,85,43.681229200000004,-79.4292686,"778 St Clair Ave W, Toronto, ON M6C 1B6, Canada",M6C,10
133,CASUAL DINING,Luckee by Susur Lee,4.1,112,"Wellington Street West, Entertainment District","SoHo Metropolitan Hotel, 328 Wellington Street West, Toronto M5V 3T4","Dim Sum, Chinese, Asian",100,43.644722200000004,-79.39222219999998,"318 Wellington St W, Toronto, ON M5V 3T4, Canada",M5V,13
134,CASUAL DINING,County General,3.9,218,"Queen Street West, Trinity Bellwoods","936 Queen Street West, Toronto M6J 1G9",American,70,43.644988899999994,-79.4162281,"936 Queen St W, Toronto, ON M6J 1G6, Canada",M6J,14
135,CASUAL DINING,Woody's Burgers,4.6,214,"Lake Shore Boulevard West, Etobicoke","3795 Lake Shore Boulevard West, Etobicoke","Burger, Grill",40,43.5922886,-79.54177899999998,"3795 Lake Shore Blvd W, Etobicoke, ON M8W 1R2, Canada",M8W,8
136,CASUAL DINING,Mezes,4.4,242,"Danforth Avenue, The Danforth","456 Danforth Avenue, Toronto M4K 1P4",Greek,60,43.6781397,-79.3502475,"456 Danforth Ave, Toronto, ON M4K 1P4, Canada",M4K,8
137,CASUAL DINING,The Good Son Restaurant,4.2,111,"Queen Street West, Beaconsfield Village","1096 Queen Street West, Toronto M6J 1H9","Canadian, Pizza, European",85,43.643654600000005,-79.4228095,"1096 Queen St W, Toronto, ON M6J 1H9, Canada",M6J,9
138,CASUAL DINING,Mi Ne Sushi,4.4,254,"Yonge Street, Richmond Hill","10815 Yonge Street, Richmond Hill","Sushi, Japanese, Asian",85,43.891614700000005,-79.4412021,"10815 Yonge St, Richmond Hill, ON L4C 3E3, Canada",L4C,4
139,CASUAL DINING,The Beer Hall,4.1,309,"Tank House Lane, Distillery District","21 Tank House Lane, Toronto M5A","American, Bar Food",70,43.6503794,-79.35839200000001,"21 Tank House Lane, Toronto, ON M5A 3C4, Canada",M5A,14
140,CASUAL DINING,Fran's,3.7,236,"College Street, Downtown Yonge","20 College Street, Toronto","Grill, Diner, Burger, American",40,43.66144509999999,-79.3841056,"20 College St, Toronto, ON M5G 1K2, Canada",M5G,8
141,CASUAL DINING,ND Sushi & Grill,4.7,157,"Baldwin Street, Grange Park","370 College St, Toronto M5T 1L1",Sushi,50,43.65726859999999,-79.40468489999998,"370 College St, Toronto, ON M5T 1S6, Canada",M5T,8
142,FINE DINING,The Chase,4.1,149,"Temperance Street, Financial District","10 Temperance Street, 5th Floor, Toronto","Seafood, Canadian",120,43.6510601,-79.37934899999998,"10 Temperance St 5th Floor, Toronto, ON M5H 1Y4, Canada",M5H,8
143,CASUAL DINING,Café Polonez,4.9,208,"Roncesvalles Avenue, Roncesvalles Village","195 Roncesvalles Avenue, Toronto M6R 2L5",Polish,50,43.64512620000001,-79.4483484,"195 Roncesvalles Ave, Toronto, ON M6R 2L5, Canada",M6R,8
144,FINE DINING,Zen,4.7,136,"Woodbine Avenue, Markham",7634 Woodbine Avenue. Markham L3R 2N2,"Sushi, Japanese, Asian",300,43.8290778,-79.3536841,"7634 Woodbine Ave, Markham, ON L3R 2N2, Canada",L3R,4
145,DESSERT PARLOR,Kekou Gelato,4.9,134,"Baldwin Street, Grange Park","13 Baldwin Street, Toronto","Ice Cream, Asian",15,43.6559827,-79.3926865,"13 Baldwin St, Toronto, ON M5T 1L1, Canada",M5T,2
146,CASUAL DINING,Emma's Country Kitchen,4.4,120,"Saint Clair Avenue West, Forest Hill","810 Street Clair Avenue W, Toronto M6E 1A7",Canadian,25,43.681016,-79.43037679999998,"810 St Clair Ave W, Toronto, ON M6C 1B6, Canada",M6C,9
147,CASUAL DINING,Ramen Raijin,3.7,193,"Gerrard Street East, Garden District","24 Wellesley St W, Toronto M4Y 2X6","Ramen, Japanese",40,43.664843700000006,-79.38592969999998,"24 Wellesley St W, Toronto, ON M4Y 2X6, Canada",M4Y,8
148,CASUAL DINING,Golden Thai,4.1,277,"Richmond Street East, St. Lawrence","105 Church Street, Toronto M5C 2G3","Thai, Asian",50,43.65237399999999,-79.3752978,"105 Church St, Toronto, ON M5C 2G3, Canada",M5C,2
149,CASUAL DINING,La Palette,4.5,196,"Queen Street West, Fashion District","492 Queen Street West, Toronto",French,60,43.64797189999999,-79.40101130000001,"492 Queen St W, Toronto, ON M5V 2B3, Canada",M5V,8
150,CASUAL DINING,King's Noodle,4.4,197,"Spadina Avenue, Kensington-Chinatown","296 Spadina Avenue, Toronto M5T 2E7",Cantonese,35,43.653104799999994,-79.39854129999998,"296 Spadina Ave, Toronto, ON M5T 2E7, Canada",M5T,8
151,CASUAL DINING,Queen Street Warehouse,3.6,112,"Queen Street West, Entertainment District","232 Queen Street West, Toronto M5V 1Z6","American, Bar Food",30,43.650183500000004,-79.39018759999998,"232 Queen St W, Toronto, ON M5V 1Z6, Canada",M5V,14
152,CASUAL DINING,Bier Markt,3.8,271,"The Esplanade, St. Lawrence","58 The Esplanade, Toronto M5E 1R2","Bar Food, Canadian",70,43.64717589999999,-79.37380139999998,"58 The Esplanade, Toronto, ON M5E 1A6, Canada",M5E,7
153,DESSERT PARLOR,Soma Chocolate Maker,4.6,213,"Tank House Lane, Distillery District","32 Tank House Lane, Toronto M5A","Desserts, Coffee and Tea",15,43.6506615,-79.35826569999998,"32 Tank House Lane, Toronto, ON M5A 3C4, Canada",M5A,12
154,CASUAL DINING,Zet's Restaurant,4.4,194,Mississauga,6445 Airport Road L4V 1E4,"Greek, Burger, Grill, Breakfast",30,43.69306029999999,-79.62735339999998,"6445 Airport Rd, Mississauga, ON L4V 1E4, Canada",L4V,8
155,CASUAL DINING,Union Social Eatery,4.3,191,"Derry Road West, Mississauga","6986 Financial Drive, Mississauga L5N 8J4",Grill,50,43.6110076,-79.7498791,"6986 Financial Dr, Mississauga, ON L5N 8J4, Canada",L5N,8
156,CAFÉ,Hibiscus Cafe,4.4,115,"Augusta Avenue, Kensington-Chinatown","238 Augusta Avenue, Toronto","Cafe, Healthy Food",15,43.6553945,-79.40254509999998,"238 Augusta Ave, Toronto, ON M5T 2L7, Canada",M5T,6
157,CASUAL DINING,O&B Canteen,3.9,247,"King Street West, Entertainment District","330 King Street West, Toronto, ON M5V 3X2 3X2",Canadian,60,43.646645899999996,-79.39002690000001,"330 King St W, Toronto, ON M5V 3X2, Canada",M5V,9
158,CASUAL DINING,&Company Resto Bar,3.9,243,"Burnhamthorpe Road West, Mississauga","295 Enfield Place, Mississauga L5B 3J4","Canadian, Fusion",70,43.59076820000001,-79.6363064,"295 Enfield Pl, Mississauga, ON L5B 3E2, Canada",L5B,9
159,CASUAL DINING,Paramount Fine Foods,4.0,224,"Yonge Street, Downtown Yonge","253 Yonge Street, Toronto M5B 1N8","Lebanese, Middle Eastern",40,43.6550676,-79.3800179,"253 Yonge St, Toronto, ON M5B 1N8, Canada",M5B,8
160,CASUAL DINING,The Old Spaghetti Factory,3.7,233,"The Esplanade, St. Lawrence","54 The Esplanade, Toronto M5E 1A6",Italian,50,43.6471355,-79.3744061,"54 The Esplanade, Toronto, ON M5E 1A6, Canada",M5E,1
161,CASUAL DINING,Little Sister,3.8,116,"Yonge Street, Yonge & Eglinton","2031 Yonge Street, Toronto M4S 2A2",Indonesian,55,43.701579200000005,-79.3969905,"2031 Yonge St, Toronto, ON M4S 2A2, Canada",M4S,8
162,CASUAL DINING,Swatow Restaurant,4.4,178,"Spadina Avenue, Grange Park","309 Spadina Avenue, Toronto M5T1H1",Cantonese,25,43.653836,-79.39810909999999,"309 Spadina Ave, Toronto, ON M5T 2E6, Canada",M5T,8
163,CASUAL DINING,Korean Grill House,4.2,198,"Queen Street West, Entertainment District","214 Queen Street West, Toronto","BBQ, Korean",45,43.6505585,-79.38938379999998,"214 Queen St W, Toronto, ON M5V 1Z2, Canada",M5V,8
164,CASUAL DINING,Pizzeria Via Mercanti,4.2,159,"Augusta Avenue, Kensington-Chinatown","188 Augusta Avenue, Toronto M5T 2L6","Italian, Pizza",50,43.6541053,-79.4019622,"188 Augusta Ave, Toronto, ON M5T 2L6, Canada",M5T,1
165,CASUAL DINING,The Hogtown Vegan,3.9,148,"Bloor Street West, Dovercourt Park","1056 Bloor Street West, Toronto",Canadian,40,43.6606744,-79.43260980000002,"1056 Bloor St W, Toronto, ON M6H 1M3, Canada",M6H,9
166,QUICK BITES,Burgernator,4.3,142,"Augusta Avenue, Kensington-Chinatown","269 Augusta Avenue, Toronto","Burger, Fast Food",35,43.655666499999995,-79.40225099999998,"269 Augusta Ave, Toronto, ON M5T 2M1, Canada",M5T,8
167,CASUAL DINING,Weslodge Bar & Grill,4.1,204,Fashion District,480 King Street. West M5V 1L7,Fusion,120,43.6454236,-79.3962213,"480 King St W, Toronto, ON M5V 1L7, Canada",M5V,8
168,CASUAL DINING,Aoyama Sushi,4.4,156,"Victoria Ave Pk, North York","2766 Victoria Park Avenue, North York M1W 1C2","Sushi, Japanese, Asian",55,43.7871007,-79.32912809999998,"2766 Victoria Park Ave, Scarborough, ON M1W 1C2, Canada",M1W,4
169,FINE DINING,Bosk - Shangri-La Hotel,4.1,76,"University Avenue, Entertainment District","Shangri-La Hotel, 188 University Avenue, Toronto M5H 0A3","Asian, Canadian",120,43.6490281,-79.38602519999998,"188 University Ave, Toronto, ON M5H 0A3, Canada",M5H,8
170,CAFÉ,Arepa Cafe,4.4,159,"Queen Street West, Fashion District","490 Queen Street West, Toronto","Cafe, Venezuelan",30,43.6479443,-79.4009188,"490 Queen St W, Toronto, ON M5V 2B3, Canada",M5V,6
171,CASUAL DINING,Marcello's Pizzeria,4.5,260,"Rutherford Road, Vaughan","Vaughan Mills Plaza, 3175 Rutherford Road, Unit 18-20, Vaughan L4K 5Y6","Pizza, Italian",65,43.824806200000005,-79.53948679999998,"1 Bass Pro Mills Dr, Vaughan, ON L4K 5W4, Canada",L4K,5
172,FAST CASUAL,Fresh,4.2,236,"Bloor Street West, Discovery District","326 Bloor Street West, Toronto","Healthy Food, Juices",40,43.666920899999994,-79.40346600000001,"326 Bloor St W, Toronto, ON M5S 1W5, Canada",M5S,8
173,FINE DINING,Alo Restaurant,4.1,47,"Spadina Avenue, Entertainment District","163 Spadina Avenue, 3rd Floor, Toronto M5V 2L6",French,100,43.64853910000001,-79.39593719999998,"163 Spadina Ave 3rd Floor, Toronto, ON M5V 2A5, Canada",M5V,8
174,CASUAL DINING,Dumpling House,4.4,160,"Spadina Avenue, Kensington-Chinatown","328 Spadina Avenue, Toronto M5T 2E7",Northern Chinese,25,43.65379,-79.398698,"328 Spadina Ave, Toronto, ON M5T 2E7, Canada",M5T,8
175,CASUAL DINING,The One That Got Away,4.4,177,"King Street West, Fashion District","581 King Street West, Toronto","Fish and Chips, British",35,43.6443312,-79.39982540000001,"581 King St W, Toronto, ON M5V 1M1, Canada",M5V,8
176,CASUAL DINING,Fusaro's Italian Kitchen,4.3,117,"Spadina Avenue, Entertainment District","147 Spadina Avenue, Toronto M5V 2L7",Italian,50,43.648090100000005,-79.3956953,"147 Spadina Ave, Toronto, ON M5V 2L7, Canada",M5V,1
177,CASUAL DINING,The Good Fork,4.4,178,"2425 Bloor St West, Bloor West Village","1550, Dundas Street, West Toronto, ON M6K 1T5, Etobicoke, Toronto M6S 1P9",American,45,43.6499162,-79.43355940000001,"1550 Dundas St W, Toronto, ON M6K 1T6, Canada",M6K,14
178,CASUAL DINING,Crown Princess Fine Dining,4.1,137,Downtown Yonge,"1033 Bay Street, Toronto","Dim Sum, Cantonese, Chinese, Asian",80,43.6663211,-79.3872946,"1033 Bay St, Toronto, ON M5S 3A3, Canada",M5S,13
179,CASUAL DINING,The Senator Restaurant,3.9,160,"Victoria Street, Garden District","249 Victoria Street, Toronto M5B 1T8","Canadian, Diner, Desserts",50,43.655749,-79.37899209999998,"249 Victoria St, Toronto, ON M5B 1T8, Canada",M5B,9
180,QUICK BITES,Smoke's Poutinerie,3.8,258,"Adelaide Street West, Entertainment District","218 Adelaide Street West, Toronto M5H 1W7",Canadian,25,43.6485525,-79.3877564,"218 Adelaide St W, Toronto, ON M5H 1W7, Canada",M5H,9
181,BAR,C'est What?,4.0,250,"Church Street, St. Lawrence","67 Front Street East, Toronto M5E 1B5",Bar Food,75,43.64824829999999,-79.37335929999998,"67 Front St E, Toronto, ON M5E 1B5, Canada",M5E,7
182,CASUAL DINING,ki modern japanese + bar,4.2,223,"Bay Street, Financial District",181 Bay Street M5J 2T3,"Japanese, Asian",80,43.64726160000001,-79.3785998,"181 Bay St, Toronto, ON M5J 2V1, Canada",M5J,2
183,CASUAL DINING,Song Cook's Authentic Korean Restaurant,4.3,122,"Steeles Avenue West, Thornhill","72 Steeles Avenue W, Unit 6, Thornhill L4J 1A1","Korean, Asian",45,43.7984202,-79.42242560000003,"6-72 Steeles Ave W, Thornhill, ON L4J 1V7, Canada",L4J,2
184,CASUAL DINING,Kit Kat Italian Bar & Grill,4.1,208,"King Street West, Entertainment District","297 King Street West, Toronto M5V 1J5","Italian, Grill, Bar Food",60,43.646353399999995,-79.3901407,"297 King St W, Toronto, ON M5V 1J5, Canada",M5V,1
185,CASUAL DINING,Pho Rua Vang Golden Turtle,4.2,212,"Ossington Avenue, Trinity Bellwoods",125 Ossington Avenue M6J 2Z2,"Vietnamese, Asian",30,43.6468439,-79.4196398,"125 Ossington Ave, Toronto, ON M6J 2Z2, Canada",M6J,2
186,CAFÉ,Little Nicky's Coffee,4.3,115,"Queen Street West, Grange Park","375 Queen Street West, Toronto M5V 2A5",Cafe,20,43.6489461,-79.3937402,"375 Queen St W, Toronto, ON M5V 2A5, Canada",M5V,6
187,CASUAL DINING,Zakkushi,4.1,124,"Carlton Street, Cabbagetown","193 Carlton Street, Toronto M5A 2K7","Japanese, Asian",65,43.66351470000001,-79.3706875,"193 Carlton St, Toronto, ON M5A 2K7, Canada",M5A,2
188,CASUAL DINING,Brar's Sweets & Restaurant,4.3,182,Brampton,"199 Advance Boulevard, Unit 11, Brampton L6T 4N2",Indian,35,43.690611,-79.6941458,"11-199 Advance Blvd, Brampton, ON L6T 4N2, Canada",L6T,10
189,CASUAL DINING,Le Papillon on Front,4.2,202,St. Lawrence,"69 Front Street East, Toronto M5E 1B5",French,80,43.6482889,-79.3732624,"69 Front St E, Toronto, ON M5E 1B5, Canada",M5E,8
190,CAFÉ,Future Bistro,4.1,219,"Bloor Street West, Harbord Village","483 Bloor Street West, Toronto M5S 1Y2","Cafe, Polish, Desserts",40,43.6657844,-79.4075929,"483 Bloor St W, Toronto, ON M5S 1Y2, Canada",M5S,6
191,QUICK BITES,The Real McCoy,4.5,179,"Markham Road, Scarborough","1033 Markham Road, Scarborough M1H 2Y5","Pizza, Fast Food",25,43.7740605,-79.230389,"1033 Markham Rd, Scarborough, ON M1H 2G1, Canada",M1H,5
192,CASUAL DINING,The Keg Steakhouse + Bar - Mansion,4.5,249,"Jarvis Street, Cabbagetown","515 Jarvis Street, Toronto M4Y 1H7",Steak,100,43.6668151,-79.3779253,"515 Jarvis St, Toronto, ON M4Y 2H7, Canada",M4Y,8
193,CASUAL DINING,New Generation Sushi,4.1,268,"Bloor Street West, Harbord Village","493 Bloor Street West, Toronto M5S1Y2","Sushi, Japanese, Asian",40,43.6657235,-79.40788420000001,"493 Bloor St W, Toronto, ON M5S 1Y2, Canada",M5S,4
194,CASUAL DINING,Marché Restaurant,4.0,195,"Yonge Street, St. Lawrence","Brookfield Place, 181 Bay Street, Unit 107S, Toronto M5J 2T3",American,30,43.6473683,-79.37737200000002,"181 Bay St, Toronto, ON M5J 2T3, Canada",M5J,14
195,CASUAL DINING,Dragon Boat Fusion Cuisine,4.1,121,"East Beaver Creek Road, Richmond Hill","160 East Beaver Creek Road, Suite 4-6, Richmond Hill L4B 4A7","Dim Sum, Cantonese",40,43.848802899999995,-79.37656170000001,"160 East Beaver Creek Rd Suite 4-6, Richmond Hill, ON L4B 3J6, Canada",L4B,8
196,CASUAL DINING,Fat Pasha,3.9,130,"Dupont Street, The Annex","414 Dupont Street, Toronto M5R 1V9",Middle Eastern,80,43.67384879999999,-79.41172490000001,"414 Dupont St, Toronto, ON M5R 1V9, Canada",M5R,8
197,CASUAL DINING,Green Eggplant Restaurant,4.1,249,"Queen Street East, The Beaches","2022 Queen Street East, Toronto M4L 1J4","Mediterranean, Sandwich, Seafood",70,43.6705327,-79.29879720000001,"2022 Queen St E, Toronto, ON M4L 1J4, Canada",M4L,8
198,CASUAL DINING,Ema-Tei,4.2,158,"Saint Patrick Street, Grange Park","30 St. Patrick Street, Toronto M5T 1T4",Sushi,60,43.65127469999999,-79.3893945,"30 St Patrick St, Toronto, ON M5T 3A3, Canada",M5T,8
199,CASUAL DINING,Dragon Pearl,4.1,176,"York Mills Road, North York","865 York Mills Road Unit 2, North York M3B 1Y6","Chinese, Asian",30,43.754093100000006,-79.34954789999998,"2-865 York Mills Rd, North York, ON M3B 1Y6, Canada",M3B,2
200,CASUAL DINING,Bar Hop,4.2,137,"King Street West, Entertainment District","391 King Street West, Toronto M5V 1K1","Bar Food, Canadian",70,43.6456333,-79.39354329999998,"391 King St W, Toronto, ON M5V 1K1, Canada",M5V,7
201,QUICK BITES,Square Boy,4.3,199,The Danforth,"875 Danforth Avenue, Toronto","Greek, Burger",20,43.679776399999994,-79.3394328,"875 Danforth Ave, Toronto, ON M4J 1L8, Canada",M4J,8
203,CASUAL DINING,Milagro,3.9,179,Entertainment District,"5 Mercer Street, Toronto M5V 1H2",Mexican,60,43.6457752,-79.3896815,"5 Mercer St, Toronto, ON M5V 1H2, Canada",M5V,11
204,CASUAL DINING,Spring Sushi,3.8,173,"10 Dundas East, Downtown Yonge","10 Dundas East, L4, Toronto M5B 2G9","Sushi, Japanese, Asian",45,43.65665,-79.38048509999999,"10 Dundas St E, Toronto, ON M5B 2G9, Canada",M5B,4
205,CASUAL DINING,Blowfish,4.1,178,"King Street West, Niagara","668 King Street West, Toronto, ON M5V 1M7","Sushi, Japanese, Brazilian",100,43.644191299999996,-79.4025781,"668 King St W, Toronto, ON M5V 1M7, Canada",M5V,4
206,QUICK BITES,Big Fat Burrito,4.4,235,"Oxford Street, Kensington-Chinatown","285 Augusta Avenue, Toronto","Mexican, Fast Food",35,43.6560279,-79.4023885,"285 Augusta Ave, Toronto, ON M5T 2M1, Canada",M5T,11
207,CASUAL DINING,Don Don Izakaya,3.3,180,"Dundas Street West, Discovery District","130 Dundas Street West, Toronto M5G 1C3",Japanese,45,43.6557407,-79.3846245,"130 Dundas St W, Toronto, ON M5G 1C3, Canada",M5G,8
